Nx		dx		dt		nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		TimeNoOMP	TimeOMP		SpeedUp		Procs		Threads		Rate_u		Rate_p
8		8.377581e-01		0.000020		25		3.712321e-01		4.833228e+01		3.006753e-02		8.701344e+00		4.143437e-02	1.244260e-01		0.33		4		4		0.00		0.00
16		4.053668e-01		0.000020		25		8.140343e-02		1.409864e+01		6.972246e-03		2.538203e+00		1.957937e-01	2.635771e-01		0.74		4		4		2.09		1.70
32		1.994662e-01		0.000020		25		1.948982e-02		2.282639e+00		1.712558e-03		4.109477e-01		1.339297e+00	9.947234e-01		1.35		4		4		2.02		2.57
64		9.894780e-02		0.000020		25		4.910137e-03		6.583869e-01		4.367652e-04		1.185312e-01		1.041065e+01	6.591291e+00		1.58		4		4		1.97		1.77
