Nx		dx	dt		nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		Time		Rate_u		Rate_p
8	8.377581e-01	2.000000e-05	25		3.712291e-01		4.763045e+01		3.006729e-02		8.574994e+00		1.138378e-01		0.00		0.00
16	4.053668e-01	2.000000e-05	25		8.141308e-02		1.406025e+01		6.973075e-03		2.531291e+00		6.133686e-01		2.09		1.68
32	1.994662e-01	2.000000e-05	25		1.950303e-02		2.419952e+00		1.713715e-03		4.356701e-01		4.154851e+00		2.02		2.48
64	9.894780e-02	2.000000e-05	25		4.927302e-03		7.614816e-01		4.382917e-04		1.370977e-01		3.139379e+01		1.96		1.65
