Nx		dx		dt		nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		TimeNoOMP	TimeOMP		SpeedUp		Procs		Threads		Rate_u		Rate_p
128		4.927989e-02		0.200000		5		1.128921e+00		9.003711e-01		1.197591e-01		1.921689e-01		4.397160e+01	1.000000e+00		43.97		1		8		0.00		0.00
128		4.927989e-02		0.100000		10		6.551608e-01		5.630976e-01		6.950131e-02		1.201836e-01		9.776634e+01	1.000000e+00		97.77		1		8		0.79		0.68
128		4.927989e-02		0.050000		20		5.955309e-01		5.740162e-01		6.317560e-02		1.225140e-01		2.046288e+02	1.000000e+00		204.63		1		8		0.14		-0.03
128		4.927989e-02		0.025000		40		5.963153e-01		5.853977e-01		6.325880e-02		1.249432e-01		3.639239e+02	1.000000e+00		363.92		1		8		-0.00		-0.03
