Nx		dx		dt		nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		TimeNoOMP	TimeOMP		SpeedUp		Procs		Threads		Rate_u		Rate_p
8		8.377581e-01		0.000020		25		3.712321e-01		4.833268e+01		3.006753e-02		8.701417e+00		3.702309e-02	3.988243e-02		0.93		4		2		0.00		0.00
8		8.377581e-01		0.000010		50		3.710546e-01		2.390384e+01		3.005316e-02		4.303449e+00		7.513972e-02	7.403760e-02		1.01		4		2		inf		inf
8		8.377581e-01		0.000005		100		3.710501e-01		1.001251e+00		3.005279e-02		1.802570e-01		1.534452e-01	1.491940e-01		1.03		4		2		inf		inf
8		8.377581e-01		0.000002		200		3.710497e-01		4.259115e-01		3.005275e-02		7.667760e-02		3.059066e-01	2.943190e-01		1.04		4		2		inf		inf
