Nx		dx	dt		nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		TimeNoOMP		TimeOMP		TimeSpeedUp		Procs		Threads		Rate_u		Rate_p
8	8.377581e-01	2.000000e-05	25		2.544138e-10		-nan		2.905828e-11		-nan		5.933765e-02		6.826441e-02		8.692326e-01		2		1		0.00		0.00
16	4.053668e-01	2.000000e-05	25		9.571770e+07		-nan		1.159037e+07		-nan		3.479142e-01		3.479961e-01		9.997646e-01		2		1		-55.75		-nan
32	1.994662e-01	2.000000e-05	25		-nan		-nan		-nan		-nan		2.593009e+00		2.569125e+00		1.009297e+00		2		1		-nan		-nan
64	9.894780e-02	2.000000e-05	25		-nan		4.654559e-01		-nan		4.654559e-01		1.913731e+01		1.892652e+01		1.011137e+00		2		1		-nan		-nan
