Nx  dx              dt      		nsteps  L2_u_abs    		L2_p_abs    		L2_u_rel    		L2_p_rel    		TimeNoOMP		    TimeOMP     		TimeSpeedUp		Procs		Rate_u		Rate_p
8	8.377581e-01	2.000000e-05	25		3.712321e-01		4.833228e+01		3.006753e-02		8.701344e+00		8.806547e-02		1.309871e-01		6.723215e-01		4		0.00		0.00
16	4.053668e-01	2.000000e-05	25		8.140337e-02		1.409864e+01		6.972239e-03		2.538203e+00		2.302602e-01		4.267686e-01		5.395435e-01		4		2.09		1.70
32	1.994662e-01	2.000000e-05	25		1.948967e-02		2.282639e+00		1.712547e-03		4.109477e-01		1.050119e+00		1.335091e+00		7.865528e-01		4		2.02		2.57
64	9.894780e-02	2.000000e-05	25		4.909696e-03		6.583869e-01		4.367392e-04		1.185312e-01		7.524997e+00		7.815797e+00		9.627933e-01		4		1.97		1.77
