Nx		dx	dt		nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		Time		Time_SpeedUp		Rate_u		Rate_p
8	8.377581e-01	2.000000e-05	25		3.720288e-01		6.948166e+01		3.013205e-02		1.036771e+01		5.532635e-01		1.008724e+00		0.00		0.00
16	4.053668e-01	2.000000e-05	25		8.186532e-02		9.287656e+00		7.011809e-03		1.522392e+00		2.241084e+00		1.014799e+00		2.09		2.77
32	1.994662e-01	2.000000e-05	25		1.960692e-02		2.520755e+00		1.722844e-03		4.330349e-01		9.132569e+00		9.865869e-01		2.02		1.84
64	9.894780e-02	2.000000e-05	25		4.868466e-03		5.502530e-01		4.330582e-04		9.677419e-02		3.814140e+01		1.005465e+00		1.99		2.17
