Nx		dx	dt		nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		TimeNoOMP		TimeOMP		TimeSpeedUp		Procs		Threads		Rate_u		Rate_p
8	8.377581e-01	2.000000e-05	25		3.712321e-01		4.833613e+01		3.006752e-02		8.702039e+00		1.008019e-01		9.874631e-02		1.020817e+00		1		8		0.00		0.00
16	4.053668e-01	2.000000e-05	25		8.140337e-02		1.409959e+01		6.972243e-03		2.538374e+00		6.261940e-01		6.068577e-01		1.031863e+00		1		8		2.09		1.70
32	1.994662e-01	2.000000e-05	25		1.948942e-02		2.282370e+00		1.712519e-03		4.109008e-01		4.332932e+00		4.539995e+00		9.543913e-01		1		8		2.02		2.57
64	9.894780e-02	2.000000e-05	25		4.909614e-03		6.580480e-01		4.367183e-04		1.184754e-01		3.470958e+01		3.348670e+01		1.036518e+00		1		8		1.97		1.77
