Nx		dx			dt			nsteps		L2_u_abs		L2_p_abs		L2_u_rel		L2_p_rel		TimeNoOMP	TimeOMP			SpeedUp		Procs		Rate_u		Rate_p
8		8.377581e-01		0.000020		25		3.712321e-01		4.833613e+01		3.006752e-02		8.702039e+00		7.759601e-02	9.469972e-02		0.82		1		0.00		0.00
16		4.053668e-01		0.000020		25		8.140337e-02		1.409959e+01		6.972243e-03		2.538374e+00		4.677912e-01	4.325569e-01		1.08		1		2.09		1.70
32		1.994662e-01		0.000020		25		1.948942e-02		2.282370e+00		1.712519e-03		4.109008e-01		3.200026e+00	2.927378e+00		1.09		1		2.02		2.57
64		9.894780e-02		0.000020		25		4.909614e-03		6.580480e-01		4.367183e-04		1.184754e-01		2.428054e+01	2.207452e+01		1.10		1		1.97		1.77
