# x y z u v w
2.0944 5.08639 0.897598 0 0 0
2.0944 5.08639 1.496 0 0 0
2.0944 5.08639 2.0944 0 0 0
2.0944 5.08639 2.69279 0 0 0
2.0944 5.08639 3.29119 0 0 0
2.0944 5.08639 3.88959 0 0 0
2.0944 5.08639 4.48799 0 0 0
2.0944 5.08639 5.08639 0 0 0
2.0944 5.08639 5.68479 0 0 0
2.0944 5.08639 6.28319 0 0 0
2.0944 5.68479 0.299199 0 0 0
2.0944 5.68479 0.897598 0 0 0
2.0944 5.68479 1.496 0 0 0
2.0944 5.68479 2.0944 0 0 0
2.0944 5.68479 2.69279 0 0 0
2.0944 5.68479 3.29119 0 0 0
2.0944 5.68479 3.88959 0 0 0
2.0944 5.68479 4.48799 0 0 0
2.0944 5.68479 5.08639 0 0 0
2.0944 5.68479 5.68479 0 0 0
2.0944 5.68479 6.28319 0 0 0
2.0944 6.28319 0.299199 0 0 0
2.0944 6.28319 0.897598 0 0 0
2.0944 6.28319 1.496 0 0 0
2.0944 6.28319 2.0944 0 0 0
2.0944 6.28319 2.69279 0 0 0
2.0944 6.28319 3.29119 0 0 0
2.0944 6.28319 3.88959 0 0 0
2.0944 6.28319 4.48799 0 0 0
2.0944 6.28319 5.08639 0 0 0
2.0944 6.28319 5.68479 0 0 0
2.0944 6.28319 6.28319 0 0 0
2.69279 0.299199 0.299199 0 0 0
2.69279 0.299199 0.897598 0 0 0
2.69279 0.299199 1.496 0 0 0
2.69279 0.299199 2.0944 0 0 0
2.69279 0.299199 2.69279 0 0 0
2.69279 0.299199 3.29119 0 0 0
2.69279 0.299199 3.88959 0 0 0
2.69279 0.299199 4.48799 0 0 0
2.69279 0.299199 5.08639 0 0 0
2.69279 0.299199 5.68479 0 0 0
2.69279 0.299199 6.28319 0 0 0
2.69279 0.897598 0.299199 0 0 0
2.69279 0.897598 0.897598 0 -0.000531587 -0
2.69279 0.897598 1.496 0 -0.000439218 -0
2.69279 0.897598 2.0944 0 -0.00019421 -0
2.69279 0.897598 2.69279 0 0.000118289 -0
2.69279 0.897598 3.29119 0 0 0
2.69279 0.897598 3.88959 0 0 0
2.69279 0.897598 4.48799 0 0 0
2.69279 0.897598 5.08639 0 0 0
2.69279 0.897598 5.68479 0 0 0
2.69279 0.897598 6.28319 0 0 0
2.69279 1.496 0.299199 0 0 0
2.69279 1.496 0.897598 0 -0.000346848 -0.000391823
2.69279 1.496 1.496 0.000687038 -0.00028658 -0.000440394
2.69279 1.496 2.0944 0.00113531 -0.000126718 -0.000335918
2.69279 1.496 2.69279 0.00118904 7.71811e-05 -0.000114704
2.69279 1.496 3.29119 0 0 0
2.69279 1.496 3.88959 0 0 0
2.69279 1.496 4.48799 0 0 0
2.69279 1.496 5.08639 0 0 0
2.69279 1.496 5.68479 0 0 0
2.69279 1.496 6.28319 0 0 0
2.69279 2.0944 0.299199 0 0 0
2.69279 2.0944 0.897598 0 -4.15724e-05 -0.000647478
2.69279 2.0944 1.496 0.00113531 -3.43488e-05 -0.000727741
2.69279 2.0944 2.0944 0.00187608 -1.51881e-05 -0.000555097
2.69279 2.0944 2.69279 0.00196487 9.25074e-06 -0.000189545
2.69279 2.0944 3.29119 0 0 0
2.69279 2.0944 3.88959 0 0 0
2.69279 2.0944 4.48799 0 0 0
2.69279 2.0944 5.08639 0 0 0
2.69279 2.0944 5.68479 0 0 0
2.69279 2.0944 6.28319 0 0 0
2.69279 2.69279 0.299199 0 0 0
2.69279 2.69279 0.897598 0 0.000278151 -0.000678121
2.69279 2.69279 1.496 0.00118904 0.000229819 -0.000762182
2.69279 2.69279 2.0944 0.00196487 0.00010162 -0.000581368
2.69279 2.69279 2.69279 0.00205786 -6.18944e-05 -0.000198515
2.69279 2.69279 3.29119 0 0 0
2.69279 2.69279 3.88959 0 0 0
2.69279 2.69279 4.48799 0 0 0
2.69279 2.69279 5.08639 0 0 0
2.69279 2.69279 5.68479 0 0 0
2.69279 2.69279 6.28319 0 0 0
2.69279 3.29119 0.299199 0 0 0
2.69279 3.29119 0.897598 0 0 0
2.69279 3.29119 1.496 0 0 0
2.69279 3.29119 2.0944 0 0 0
2.69279 3.29119 2.69279 0 0 0
2.69279 3.29119 3.29119 0 0 0
2.69279 3.29119 3.88959 0 0 0
2.69279 3.29119 4.48799 0 0 0
2.69279 3.29119 5.08639 0 0 0
2.69279 3.29119 5.68479 0 0 0
2.69279 3.29119 6.28319 0 0 0
2.69279 3.88959 0.299199 0 0 0
2.69279 3.88959 0.897598 0 0 0
2.69279 3.88959 1.496 0 0 0
2.69279 3.88959 2.0944 0 0 0
2.69279 3.88959 2.69279 0 0 0
2.69279 3.88959 3.29119 0 0 0
2.69279 3.88959 3.88959 0 0 0
2.69279 3.88959 4.48799 0 0 0
2.69279 3.88959 5.08639 0 0 0
2.69279 3.88959 5.68479 0 0 0
2.69279 3.88959 6.28319 0 0 0
2.69279 4.48799 0.299199 0 0 0
2.69279 4.48799 0.897598 0 0 0
2.69279 4.48799 1.496 0 0 0
2.69279 4.48799 2.0944 0 0 0
2.69279 4.48799 2.69279 0 0 0
2.69279 4.48799 3.29119 0 0 0
2.69279 4.48799 3.88959 0 0 0
2.69279 4.48799 4.48799 0 0 0
2.69279 4.48799 5.08639 0 0 0
2.69279 4.48799 5.68479 0 0 0
2.69279 4.48799 6.28319 0 0 0
2.69279 5.08639 0.299199 0 0 0
2.69279 5.08639 0.897598 0 0 0
2.69279 5.08639 1.496 0 0 0
2.69279 5.08639 2.0944 0 0 0
2.69279 5.08639 2.69279 0 0 0
2.69279 5.08639 3.29119 0 0 0
2.69279 5.08639 3.88959 0 0 0
2.69279 5.08639 4.48799 0 0 0
2.69279 5.08639 5.08639 0 0 0
2.69279 5.08639 5.68479 0 0 0
2.69279 5.08639 6.28319 0 0 0
2.69279 5.68479 0.299199 0 0 0
2.69279 5.68479 0.897598 0 0 0
2.69279 5.68479 1.496 0 0 0
2.69279 5.68479 2.0944 0 0 0
2.69279 5.68479 2.69279 0 0 0
2.69279 5.68479 3.29119 0 0 0
2.69279 5.68479 3.88959 0 0 0
2.69279 5.68479 4.48799 0 0 0
2.69279 5.68479 5.08639 0 0 0
2.69279 5.68479 5.68479 0 0 0
2.69279 5.68479 6.28319 0 0 0
2.69279 6.28319 0.299199 0 0 0
2.69279 6.28319 0.897598 0 0 0
2.69279 6.28319 1.496 0 0 0
2.69279 6.28319 2.0944 0 0 0
2.69279 6.28319 2.69279 0 0 0
2.69279 6.28319 3.29119 0 0 0
2.69279 6.28319 3.88959 0 0 0
2.69279 6.28319 4.48799 0 0 0
2.69279 6.28319 5.08639 0 0 0
2.69279 6.28319 5.68479 0 0 0
2.69279 6.28319 6.28319 0 0 0
3.29119 0.299199 0.299199 0 0 0
3.29119 0.299199 0.897598 0 0 0
3.29119 0.299199 1.496 0 0 0
3.29119 0.299199 2.0944 0 0 0
3.29119 0.299199 2.69279 0 0 0
3.29119 0.299199 3.29119 0 0 0
3.29119 0.299199 3.88959 0 0 0
3.29119 0.299199 4.48799 0 0 0
3.29119 0.299199 5.08639 0 0 0
3.29119 0.299199 5.68479 0 0 0
3.29119 0.299199 6.28319 0 0 0
3.29119 0.897598 0.299199 0 0 0
3.29119 0.897598 0.897598 0 0 0
3.29119 0.897598 1.496 0 0 0
3.29119 0.897598 2.0944 0 0 0
3.29119 0.897598 2.69279 0 0 0
3.29119 0.897598 3.29119 0 0 0
3.29119 0.897598 3.88959 0 0 0
3.29119 0.897598 4.48799 0 0 0
3.29119 0.897598 5.08639 0 0 0
3.29119 0.897598 5.68479 0 0 0
3.29119 0.897598 6.28319 0 0 0
3.29119 1.496 0.299199 0 0 0
3.29119 1.496 0.897598 0 0 0
3.29119 1.496 1.496 0 0 0
3.29119 1.496 2.0944 0 0 0
3.29119 1.496 2.69279 0 0 0
3.29119 1.496 3.29119 0 0 0
3.29119 1.496 3.88959 0 0 0
3.29119 1.496 4.48799 0 0 0
3.29119 1.496 5.08639 0 0 0
3.29119 1.496 5.68479 0 0 0
3.29119 1.496 6.28319 0 0 0
3.29119 2.0944 0.299199 0 0 0
3.29119 2.0944 0.897598 0 0 0
3.29119 2.0944 1.496 0 0 0
3.29119 2.0944 2.0944 0 0 0
3.29119 2.0944 2.69279 0 0 0
3.29119 2.0944 3.29119 0 0 0
