0 2.010252714157104
1 4.020505428314209
2 5.99934720993042
3 7.915398120880127
4 9.737340927124023
5 11.43395042419434
6 12.97412586212158
7 14.32692050933838
8 15.46157073974609
9 16.34753227233887
10 16.95450210571289
11 17.25245475769043
12 17.21167182922363
13 16.80276298522949
14 15.99670505523682
15 14.76486682891846
16 13.07903957366943
17 10.91145896911621
18 8.234836578369141
19 5.022387981414795
20 1.247855305671692
21 -3.114462852478027
22 -8.089688301086426
23 -13.70233821868896
24 -19.9763011932373
25 -9.797568321228027
26 -0.32594233751297
27 8.416714668273926
28 16.40925979614258
29 23.63129234313965
30 30.06317138671875
31 35.68603515625
32 40.48181915283203
33 44.43327331542969
34 47.52398681640625
35 49.7383918762207
36 51.06179428100586
37 51.48036956787109
38 50.9811897277832
39 49.55223083496094
40 47.18238830566406
41 43.86149215698242
42 39.58030319213867
43 34.33053207397461
44 28.10484504699707
45 20.8968677520752
46 12.70120143890381
47 3.513419628143311
48 -6.669923782348633
49 -17.85129356384277
50 -5.87917423248291
51 5.092945098876953
52 15.0655574798584
53 24.04014205932617
54 32.0191650390625
55 39.00607299804688
56 45.00529479980469
57 50.02223205566406
58 54.06324768066406
59 57.13568496704102
60 59.24782943725586
61 60.40891647338867
62 60.62912368774414
63 59.91955184936523
64 58.2922248840332
65 55.76006698608398
66 52.33690643310547
67 48.03744125366211
68 42.87723541259766
69 36.87269973754883
70 30.04108047485352
71 22.40044403076172
72 13.96965408325195
73 4.768350124359131
74 -5.183064460754395
75 1.273793935775757
76 7.023545742034912
77 12.08874988555908
78 16.49264144897461
79 20.25910949707031
80 23.41267204284668
81 25.97845077514648
82 27.98214530944824
83 29.45001220703125
84 30.40883827209473
85 30.88591194152832
86 30.90899467468262
87 30.50629997253418
88 29.70645713806152
89 28.53848838806152
90 27.03178024291992
91 25.21605682373047
92 23.1213436126709
93 20.77794075012207
94 18.21639442443848
95 15.4674654006958
96 12.56210136413574
97 9.531404495239258
98 6.406599998474121
99 3.219005346298218
